STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,TOBS
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,12/16/11,0,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,12/17/11,0.02,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,12/18/11,0.11,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,12/19/11,0.05,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,12/20/11,0.02,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,12/21/11,0.24,69
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,12/22/11,0.06,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,12/23/11,0.02,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,12/24/11,0.02,69
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,12/25/11,0.05,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,12/26/11,0,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,12/27/11,0,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,12/28/11,0.03,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,12/29/11,0.01,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,12/30/11,0.02,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,12/31/11,0.04,67
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,1/1/12,0.01,67
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,1/2/12,0.04,65
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,1/3/12,0,66
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,1/4/12,0,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,1/5/12,0.01,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,1/6/12,0,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,1/7/12,0,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,1/8/12,0,65
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,1/9/12,0.01,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,1/10/12,0.01,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,1/11/12,0.05,68
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,1/12/12,0.04,66
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,1/13/12,0,69
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,1/14/12,0,64
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,1/15/12,0,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,1/16/12,0.2,76
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,1/17/12,0.06,76
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,1/19/12,0,70
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,1/20/12,0,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,1/21/12,0.01,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,1/22/12,0,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,1/23/12,0.03,65
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,1/24/12,0,65
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,1/25/12,0.02,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,1/26/12,0,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,1/27/12,0.1,69
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,1/28/12,0,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,1/29/12,0.01,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,1/30/12,0.06,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,1/31/12,0.01,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2/1/12,0,66
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2/2/12,0,70
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2/3/12,0,63
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2/4/12,0,66
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2/5/12,0,69
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2/6/12,0.04,66
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2/7/12,0.28,70
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2/8/12,0.5,63
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2/9/12,0,66
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2/10/12,0,69
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2/11/12,0.01,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2/12/12,0,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2/13/12,0.01,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2/14/12,0,66
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2/15/12,0,67
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2/16/12,0,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2/17/12,0.12,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2/18/12,0.01,70
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2/19/12,0.07,69
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2/20/12,0.01,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2/21/12,0,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2/22/12,0.05,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2/23/12,0.04,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2/24/12,0,69
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2/25/12,0.01,68
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2/26/12,0.23,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2/27/12,0,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2/28/12,0,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2/29/12,0,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,3/1/12,0,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,3/2/12,0,67
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,3/3/12,0.05,70
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,3/4/12,0.03,70
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,3/5/12,5.71,65
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,3/6/12,2.33,67
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,3/7/12,2.41,66
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,3/8/12,0.59,67
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,3/9/12,4.6,61
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,3/10/12,0.4,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,3/11/12,0.07,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,3/12/12,0.1,70
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,3/13/12,0,69
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,3/14/12,0,70
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,3/15/12,0.03,69
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,3/16/12,0.01,70
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,3/17/12,0,75
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,3/18/12,0.05,68
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,3/19/12,0.07,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,3/20/12,0,65
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,3/21/12,0.23,70
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,3/22/12,0.13,70
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,3/23/12,0,70
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,3/24/12,0.06,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,3/25/12,0.03,70
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,3/26/12,0.03,70
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,3/27/12,0.12,67
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,3/28/12,0.01,69
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,3/29/12,0,68
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,3/30/12,0,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,3/31/12,0,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,4/1/12,0,75
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,4/2/12,0,69
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,4/3/12,0,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,4/4/12,0.03,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,4/5/12,0.02,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,4/6/12,0,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,4/7/12,0.15,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,4/8/12,0,70
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,4/9/12,0.11,69
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,4/10/12,0.03,67
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,4/11/12,0.17,70
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,4/12/12,0.03,70
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,4/13/12,0.02,66
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,4/14/12,0,69
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,4/15/12,0.05,70
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,4/16/12,0.04,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,4/17/12,0,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,4/18/12,0,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,4/19/12,0,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,4/20/12,0.02,70
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,4/21/12,0.02,70
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,4/22/12,0.03,70
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,4/23/12,0.11,70
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,4/24/12,0.02,70
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,4/25/12,0.02,69
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,4/26/12,0.02,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,4/27/12,0.28,68
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,4/28/12,0,75
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,4/29/12,0,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,4/30/12,0,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/1/12,0.02,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/2/12,0.13,70
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/3/12,0.11,70
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/4/12,0.06,69
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/5/12,0.1,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/6/12,0,78
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/7/12,0.05,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/8/12,0,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/9/12,0,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/10/12,0,70
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/11/12,0.04,70
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/12/12,0,70
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/13/12,0,67
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/14/12,0,65
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/15/12,0,67
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/16/12,0,70
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/17/12,0.02,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/18/12,0,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/19/12,0,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/20/12,0.03,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/21/12,0.17,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/22/12,0,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/23/12,0,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/24/12,0.07,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/25/12,0,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/26/12,0.04,70
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/27/12,0.02,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/28/12,0.01,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/29/12,0,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/30/12,0,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/31/12,0.05,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/1/12,0.08,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/2/12,0.03,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/3/12,0,75
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/4/12,0,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/5/12,0,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/6/12,0.03,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/7/12,0,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/8/12,0,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/9/12,0,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/10/12,0,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/11/12,0.04,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/12/12,0.02,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/13/12,0.05,70
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/14/12,0.08,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/15/12,0,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/16/12,0,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/17/12,0.02,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/18/12,0,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/19/12,0.01,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/20/12,0.14,70
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/21/12,0.02,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/22/12,0.01,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/23/12,0.28,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/24/12,0.27,69
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/25/12,0.04,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/26/12,0.22,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/27/12,0.23,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/28/12,0,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/29/12,0.06,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/30/12,0,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/1/12,0.07,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/2/12,0.05,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/3/12,0.13,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/4/12,0.13,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/5/12,0.04,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/6/12,0.11,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/7/12,0.06,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/8/12,0.01,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/9/12,0,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/10/12,0.01,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/11/12,0.02,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/12/12,0,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/13/12,0.18,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/14/12,0.08,75
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/15/12,0,75
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/16/12,0.08,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/17/12,0.11,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/18/12,0.03,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/19/12,0.12,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/20/12,0.8,70
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/21/12,0.04,75
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/22/12,0,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/23/12,0.03,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/24/12,0,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/25/12,0.01,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/26/12,0.01,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/27/12,0,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/28/12,0.43,75
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/29/12,0.09,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/30/12,0.08,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/31/12,0.03,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,8/1/12,0,75
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,8/2/12,0,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,8/3/12,0,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,8/4/12,0,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,8/5/12,0.1,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,8/6/12,0.1,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,8/7/12,0.02,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,8/8/12,0.04,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,8/9/12,0.02,75
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,8/10/12,0,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,8/11/12,0.02,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,8/12/12,0.08,76
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,8/13/12,0.06,75
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,8/14/12,0.06,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,8/15/12,0.01,75
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,8/16/12,0,75
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,8/17/12,0,75
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,8/19/12,,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,8/20/12,0.01,75
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,8/21/12,0.03,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,8/22/12,0.02,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,8/23/12,0.03,75
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,8/24/12,0,75
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,8/25/12,0,75
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,8/26/12,0.02,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,8/27/12,0,75
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,8/28/12,0.06,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,8/29/12,0.08,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,8/30/12,0.06,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,8/31/12,0.04,76
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,9/1/12,0.02,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,9/2/12,0.08,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,9/3/12,0.09,75
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,9/4/12,0,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,9/5/12,0.02,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,9/6/12,0.02,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,9/7/12,0.07,77
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,9/8/12,0.14,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,9/9/12,0.07,75
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,9/10/12,0,75
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,9/11/12,0.18,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,9/12/12,0.04,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,9/13/12,0.07,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,9/14/12,0.04,75
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,9/15/12,0.02,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,9/16/12,0,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,9/17/12,0.04,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,9/18/12,0,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,9/19/12,0.25,72
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,9/20/12,0.55,71
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,9/22/12,,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,9/23/12,0.02,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,9/24/12,0.07,75
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,9/25/12,0.01,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,9/26/12,0,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,9/27/12,0.05,80
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,9/28/12,0.01,75
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,9/29/12,0.01,74
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,9/30/12,0,73
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,10/1/12,0.01,70
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,10/2/12,0,72
